fips,Ratio
17103,0.002232497
33005,0.002231811
55031,0.002213086
39173,0.002196418
6063,0.002154665
42053,0.002125447
55065,0.002112394
37081,0.002108943
20019,0.002097655
17143,0.002093897
53045,0.002082096
20149,0.002056284
45077,0.002053908
33019,0.001984423
42115,0.00197846
39121,0.001954131
13129,0.00193757
49043,0.001919268
4007,0.001911514
26031,0.001906934
31097,0.00190509
48225,0.001882953
42125,0.001868699
19181,0.001865209
25027,0.001831577
40039,0.001828865
23013,0.001819425
27135,0.001818066
54107,0.001796223
48375,0.001795249
20013,0.001780579
19145,0.001772756
51145,0.001745385
39093,0.001732082
55061,0.00173179
6043,0.00169431
40097,0.001693635
39097,0.001688817
39081,0.001688446
39167,0.001675558
48381,0.00167145
42059,0.001667247
30029,0.001663097
36113,0.001660627
21025,0.00165565
33003,0.001653073
18099,0.001647412
13029,0.001646598
51143,0.001645912
20009,0.001639843
25001,0.001632751
38035,0.001630189
26161,0.001620608
31135,0.001619873
54027,0.001603021
38009,0.001595201
47035,0.001594079
36115,0.001592163
27155,0.001570842
54021,0.001568697
13025,0.001547941
55041,0.001546379
49009,0.001534169
25021,0.001534071
21133,0.001530258
55085,0.001527223
6017,0.001527043
39001,0.001526359
40037,0.001521209
41041,0.001520689
26089,0.001510533
22059,0.001508262
55101,0.001497511
39047,0.001493147
38073,0.00147389
55027,0.001468252
42051,0.001465267
54065,0.001458563
33001,0.001450725
22075,0.001426776
48479,0.001418511
34037,0.001417915
42029,0.001417071
45053,0.00141024
39053,0.001409701
29161,0.001405999
29101,0.001387357
33017,0.001385738
48259,0.00138244
39143,0.001376215
19133,0.001372324
42031,0.001370655
26047,0.001365834
12077,0.001363519
42013,0.001363433
55113,0.001362481
37121,0.00136038
29065,0.001360147
12089,0.001356734
23007,0.001351395
18129,0.001349035
26153,0.001348523
22115,0.001344121
48183,0.001340944
26033,0.001334197
51171,0.001328527
29039,0.001324251
13039,0.001320421
8041,0.001319383
23001,0.00131514
36043,0.001314173
26019,0.001312267
48457,0.00130857
45045,0.001300331
42083,0.00129797
22127,0.0012907
54051,0.001290339
54039,0.00128907
31109,0.0012866
37077,0.001285657
51065,0.001284208
49045,0.001284002
21125,0.00127204
33013,0.001264435
27027,0.001262014
27085,0.001257229
16017,0.001257147
36083,0.001257086
54079,0.001243346
48039,0.001235251
37037,0.001231589
21023,0.001229991
42093,0.001228202
54035,0.001227929
1131,0.001222596
8051,0.001219157
28157,0.001216654
48419,0.00121203
24037,0.001208881
48199,0.001207684
8097,0.001207139
54067,0.001194813
35047,0.001193052
26061,0.001192067
48299,0.00118845
53065,0.001183802
20117,0.001183328
46109,0.001173654
42129,0.001165472
25005,0.001153968
21235,0.001137092
27171,0.001136319
36021,0.00112278
51197,0.001122357
29113,0.001120004
26065,0.001117604
27137,0.001117577
39111,0.001116276
36039,0.001108683
49037,0.00110757
47153,0.001101676
47101,0.001095596
48403,0.001095436
51009,0.001091868
16079,0.001089546
53035,0.001088263
48503,0.001086635
24021,0.001084078
26165,0.001082126
48067,0.001064727
48477,0.001055881
6005,0.001052827
28129,0.00105275
55033,0.001044096
48297,0.001043334
41029,0.001039163
48361,0.001028103
5105,0.001024828
51157,0.001023945
18091,0.001022842
12129,0.001020746
26071,0.001006343
29099,0.001003197
39019,0.000998018
26053,0.000997588
29225,0.00098926
55021,0.000976104
20151,0.000970251
17077,0.000967216
36031,0.000966977
54057,0.000966893
29051,0.000962505
26143,0.000959908
8107,0.000959554
8085,0.000957389
36077,0.000956705
13231,0.000940104
47145,0.000939016
36107,0.000931743
26135,0.00092928
18105,0.000926
47089,0.000925595
8037,0.000923972
36017,0.000922101
54017,0.000918113
51061,0.000913865
48041,0.000911905
54081,0.000911553
39055,0.000908356
54061,0.000900911
26137,0.000893903
48283,0.000892773
51173,0.00088971
55003,0.000888475
54097,0.000886705
5125,0.000883746
12007,0.000881265
8039,0.000879245
41033,0.000877581
45015,0.000869927
25011,0.000868872
45073,0.00086857
51079,0.000867875
37105,0.000865965
26103,0.0008643
36095,0.000860795
54095,0.000860623
51027,0.000859221
54099,0.00085741
5071,0.000857401
13159,0.000856043
39013,0.000855522
13139,0.000853951
42131,0.000853627
54089,0.000846212
40027,0.000845139
23011,0.000843427
23027,0.000843358
54031,0.000842551
45029,0.000841822
54007,0.000835222
20085,0.000832108
13113,0.000831611
48029,0.000829578
20011,0.000826077
47177,0.000822329
48347,0.000819487
33015,0.000818807
17139,0.000818646
55035,0.000812819
31025,0.000810748
26079,0.000810524
53053,0.000809513
49039,0.000808598
8029,0.00080808
16037,0.000805143
51187,0.000801944
17019,0.000793621
42073,0.000792285
17183,0.000790785
13137,0.000789859
48035,0.000788265
21115,0.00078806
27029,0.000783875
39099,0.000783158
48401,0.000781338
33007,0.000780885
27037,0.000780588
42039,0.000779066
30023,0.000777425
26095,0.000769362
45087,0.000765355
31079,0.000758776
48203,0.000758461
36027,0.000758305
5013,0.000757812
48005,0.000756855
39039,0.000755044
25007,0.00075455
49055,0.000754069
49041,0.000750222
53069,0.000750048
51139,0.000748106
13141,0.000747719
55017,0.000743724
48441,0.000742941
53041,0.000742359
23009,0.000739433
53059,0.000737579
1021,0.000733615
37111,0.000733274
36033,0.000732343
21139,0.000731663
54019,0.00072723
25003,0.000724233
37027,0.00071885
6041,0.000715317
13295,0.000713433
26091,0.000713312
21043,0.000712739
48063,0.00071145
36009,0.000709798
36057,0.000705117
30053,0.000699624
17129,0.000699576
13297,0.000698245
42017,0.00069496
40005,0.000694933
1029,0.000694906
17005,0.000692806
48433,0.000692105
42089,0.000686056
49049,0.000684228
48455,0.000683722
37157,0.000678536
45057,0.000676099
12123,0.00067127
54003,0.000670785
1049,0.000670142
48187,0.000669961
12131,0.000667563
27001,0.000666099
51109,0.000663467
55025,0.000662452
8055,0.000661175
40111,0.000660494
27061,0.00065839
6061,0.000655871
42065,0.000655091
55123,0.00065386
54011,0.000653838
39087,0.000652933
48091,0.000652266
48099,0.0006522
47073,0.000651199
41019,0.000650545
5103,0.000649965
28005,0.000647691
54009,0.000646957
51049,0.000643618
53027,0.000643375
48257,0.000643007
51113,0.000635751
48149,0.000634114
29213,0.000634101
49015,0.00063375
55049,0.000632364
45001,0.000628749
31083,0.000628083
42019,0.000626989
26129,0.000626083
47135,0.000625433
13223,0.000625211
5139,0.000625068
28063,0.00062377
34005,0.000618623
37135,0.000618574
21127,0.000617941
1035,0.000617064
37109,0.000616462
37063,0.000611605
45071,0.000609742
28109,0.000609151
41009,0.000603581
6089,0.000600253
26085,0.000597666
48049,0.000597035
12091,0.000596883
36029,0.000595633
42021,0.000595331
29077,0.00058707
26001,0.000586799
35003,0.000585596
40017,0.000581756
54103,0.000577623
51069,0.000577556
48185,0.000577203
39009,0.000576112
42107,0.00057443
13195,0.000573334
21189,0.000573145
12073,0.000571317
48453,0.000568988
28047,0.000568143
22063,0.000567247
48143,0.000567173
24017,0.000564498
27021,0.000562056
54083,0.000561115
8091,0.000558771
36007,0.000557584
35043,0.000554366
20155,0.000551769
51043,0.000550647
34021,0.000550297
26101,0.000549968
20101,0.000548748
34023,0.000547914
26069,0.0005459
21065,0.000545572
20103,0.000542898
39007,0.000542813
48467,0.000540633
47087,0.000537769
12079,0.00053711
49011,0.000535758
47099,0.000534435
45047,0.000533762
26123,0.00053256
48135,0.000532299
42079,0.00053159
54033,0.000528454
1007,0.000523878
54045,0.000523075
48171,0.000522041
18077,0.000521535
13309,0.000520263
47161,0.000518614
54105,0.000518117
29135,0.000518045
48505,0.000516254
25023,0.000515919
37021,0.000514773
1015,0.000513711
37161,0.000513609
48379,0.000512679
28069,0.000512079
54077,0.000511286
29181,0.000510102
48031,0.000509484
51161,0.000508203
21135,0.000503648
49007,0.000500297
48159,0.000500068
54023,0.000499721
40081,0.000496564
12017,0.000496197
51045,0.000494808
48451,0.000494132
29167,0.000491901
45003,0.000491892
13311,0.000491304
34015,0.000490354
20005,0.000488853
1127,0.00048882
28161,0.000487354
40123,0.000487166
8067,0.000486966
24027,0.000486902
28039,0.000486538
12019,0.000486139
48213,0.000485638
12125,0.000484212
26155,0.000484087
42105,0.000484003
17063,0.000482804
13085,0.000482729
13217,0.000482541
26035,0.000482226
47029,0.000480906
45083,0.000480235
48405,0.000479873
55099,0.000479759
45007,0.00047898
48293,0.000478766
13213,0.00047792
26119,0.000475183
28101,0.00047405
54071,0.000472302
4025,0.000470996
48365,0.00047059
21005,0.000470218
48263,0.000469883
53067,0.000469311
31169,0.000465763
21103,0.000464695
48089,0.000464119
13117,0.000463802
41011,0.000463315
21129,0.000461041
48291,0.000460914
37115,0.00045954
5045,0.000459266
24025,0.000457731
48223,0.000457271
5051,0.000457156
37189,0.000456427
48209,0.000456066
36079,0.000455715
41017,0.000455525
39079,0.000454948
54041,0.000454766
21081,0.000453612
20051,0.000450632
39133,0.000448999
31093,0.000448069
48053,0.000447208
21195,0.00044657
51015,0.000446334
53011,0.000443649
21089,0.000443623
51149,0.000442816
40119,0.000441988
5019,0.000441773
5083,0.000439218
51005,0.000438099
23017,0.000437532
42121,0.000436509
47139,0.000433746
6023,0.000433076
36035,0.000432883
12053,0.000432842
51185,0.000432654
8005,0.000431996
48221,0.000430601
5059,0.00043059
47115,0.000430402
47173,0.000428
21185,0.000427044
13073,0.000424541
48047,0.000424067
5009,0.000423468
8087,0.000423058
45063,0.000421902
51115,0.000421159
37087,0.000421071
49029,0.000418905
8103,0.000418644
34001,0.000418308
13111,0.000418095
21027,0.000414554
40095,0.000414376
31155,0.000414202
13153,0.000414056
36019,0.000413574
40131,0.000411878
37113,0.00041185
21001,0.000410956
1025,0.000410203
51179,0.000409847
45079,0.000409762
23023,0.000409594
48133,0.00040825
13241,0.000407463
42005,0.000406886
42063,0.000406877
5119,0.00040663
55081,0.000406399
5135,0.000406158
48497,0.000406049
36075,0.000405663
42123,0.000403377
12065,0.000403309
40115,0.000401792
13123,0.000401577
41039,0.000400357
47077,0.000398062
23019,0.000397012
54053,0.00039666
21221,0.000395989
55045,0.000394932
13175,0.000394421
13083,0.000392966
22103,0.000392056
6045,0.000391717
51107,0.000391135
36111,0.000390708
40109,0.000390633
12001,0.000390053
47063,0.000389628
40049,0.000387253
55063,0.00038594
6007,0.000385528
28099,0.000382785
51169,0.000381732
40041,0.000381109
47117,0.000377637
29119,0.000377603
30039,0.000374933
42047,0.000373928
41005,0.000373885
40021,0.000372982
53049,0.000372332
26007,0.000371871
26041,0.000370819
5141,0.000370687
51105,0.000370519
55093,0.000370111
16055,0.000369821
37035,0.000369779
40127,0.000368984
53019,0.000368372
54085,0.000366131
1043,0.000364962
48231,0.000364885
13285,0.000364516
22015,0.000363953
40087,0.000363461
40135,0.000363338
5027,0.000362459
51063,0.000362166
26075,0.000362034
37183,0.000361759
39155,0.000361146
23031,0.000361113
47013,0.000360932
51163,0.000359054
24047,0.000356952
28031,0.000356092
31081,0.000355345
24005,0.000354432
26009,0.000353843
21237,0.000353584
29009,0.000352981
36001,0.000352802
42025,0.000351928
1059,0.000351668
47057,0.000351287
1075,0.000350468
42069,0.00035005
35007,0.000348904
47043,0.000348628
53051,0.000346988
37199,0.00034638
56005,0.00034591
39105,0.000344665
1073,0.000344529
29187,0.000344428
54087,0.000344036
48333,0.000343201
55051,0.000342341
47085,0.000341061
36065,0.000339764
47129,0.000338693
16005,0.000337883
21029,0.000337289
8077,0.000335807
45085,0.000335633
48027,0.000335495
54049,0.000335255
28159,0.000333967
13055,0.000333765
28009,0.000333526
54063,0.000332246
1071,0.000332083
22061,0.000331934
8049,0.000331399
6071,0.000331399
12133,0.000330821
40001,0.000330656
27017,0.00033046
18081,0.000330371
27115,0.000330089
51031,0.000329997
4011,0.000328737
48013,0.00032735
49025,0.00032683
22021,0.000326494
55135,0.000324819
27041,0.000323442
40013,0.00031981
48373,0.000319572
21097,0.000319532
24009,0.000318884
26043,0.000318461
48241,0.000318336
30063,0.000318012
31019,0.000317707
54001,0.000317265
8043,0.000316242
8027,0.000315904
47001,0.000314813
47005,0.000313014
13119,0.000312703
48499,0.000312564
16049,0.000311744
47187,0.000310928
39151,0.000309817
28003,0.00030954
35049,0.000309134
21073,0.000309053
45023,0.000308705
26051,0.00030694
30071,0.000306869
51119,0.000306028
48417,0.000305673
8035,0.000305607
21191,0.000304587
49053,0.000304312
41023,0.000303842
46047,0.000303058
40083,0.000302976
26015,0.000302963
1117,0.000301518
40069,0.000301363
27093,0.000301332
42085,0.000301189
48335,0.000300225
55019,0.000299598
12119,0.000299542
55133,0.000299294
40019,0.000299113
39145,0.000298478
21019,0.000297916
5047,0.000297886
40099,0.000296501
37167,0.000296486
37175,0.000295936
5033,0.000295841
46081,0.000295581
21109,0.000295347
47175,0.00029451
23025,0.00029446
51137,0.000292368
37039,0.000290954
49051,0.000290605
48397,0.000290562
48367,0.000290456
28023,0.000290145
48449,0.000289979
23005,0.000288728
37057,0.000288474
37193,0.000288422
35001,0.000287859
21011,0.000287669
56045,0.000286382
1125,0.000286206
22049,0.000285768
51077,0.000285705
48245,0.000284994
48251,0.000284758
22117,0.000284544
21045,0.000284483
40145,0.000283843
48427,0.000283832
36089,0.000283818
49047,0.000281966
29043,0.000280547
24013,0.000280454
18163,0.000280354
1103,0.000280218
21149,0.000279879
56011,0.000279249
54013,0.000279018
13133,0.000278886
26125,0.00027786
1055,0.000277716
13283,0.000277678
51075,0.000277136
5129,0.000275256
54025,0.000275057
28111,0.000274948
48423,0.000274709
51019,0.000274302
18033,0.000274295
27025,0.000274267
28149,0.000274172
13319,0.000274099
36013,0.000273177
36011,0.000272765
6103,0.000271728
8113,0.000271471
35039,0.000270445
40137,0.000270278
54055,0.000270067
47119,0.000268933
6099,0.00026823
27007,0.000267346
55055,0.000266847
48459,0.00026529
34029,0.000265026
51085,0.000264272
21063,0.000264097
41007,0.000263045
30087,0.000262466
48021,0.000261885
49057,0.00026157
48325,0.000261064
48337,0.000260266
5145,0.000259343
51089,0.000257803
13115,0.000257771
55109,0.00025645
21151,0.000255754
27003,0.000255508
18095,0.000255407
47109,0.000253351
55141,0.000253043
6109,0.000252365
1005,0.000251272
36053,0.000251214
13145,0.000251204
48253,0.000250875
28045,0.000250257
6035,0.000249952
48303,0.000249428
25013,0.000249339
13157,0.000248925
48051,0.000248683
12067,0.000248438
54037,0.00024751
28113,0.000247058
48059,0.000245923
31015,0.00024478
51011,0.000244007
48085,0.000243949
8081,0.000241717
48181,0.000240919
22011,0.000240098
47049,0.000240093
5099,0.000239701
45059,0.00023918
21147,0.000239067
40101,0.000238423
8101,0.000238032
40113,0.00023702
41067,0.000236888
42049,0.000236849
29109,0.000236378
13057,0.000236275
47163,0.000235813
12101,0.000233234
48073,0.000232009
56001,0.000231193
48473,0.000231175
37001,0.000231123
55059,0.000230815
47093,0.00023074
45049,0.000230333
35027,0.000230163
51007,0.000230007
45081,0.000229284
51003,0.000228485
55077,0.000228323
53073,0.00022781
36003,0.0002275
28029,0.000227091
48285,0.000227012
22043,0.000226631
1017,0.000226422
47083,0.000225977
28035,0.00022553
21201,0.000225069
29147,0.000224783
42095,0.0002232
13105,0.000222178
13227,0.000221969
47189,0.00022153
48069,0.000221328
37149,0.000220092
6067,0.000219941
53033,0.000219337
55107,0.00021925
26163,0.000218847
18153,0.000218656
51167,0.000218273
29209,0.00021797
35061,0.000216094
37003,0.000215937
1129,0.000215932
13209,0.000215411
45037,0.000215361
45055,0.000215278
37097,0.000215093
27163,0.000214835
47081,0.000214369
36049,0.000213997
26029,0.000213945
40091,0.000213788
36023,0.000212703
22033,0.000212149
39165,0.000211892
21161,0.000210621
36045,0.000210582
1123,0.000208986
28049,0.000208831
39103,0.000208707
36093,0.000208588
21117,0.000207901
21175,0.000207379
13211,0.000206866
40117,0.000206308
48097,0.000206206
47103,0.000206156
24033,0.000205435
48271,0.000205424
37071,0.00020527
29221,0.000204915
18057,0.000204663
21179,0.000204184
55115,0.000203557
28013,0.000202926
56033,0.000202884
39153,0.000202716
20121,0.000202048
46037,0.00020165
34041,0.000201279
48177,0.00020115
47155,0.000201089
48363,0.000200986
13015,0.000200895
49017,0.000200738
21197,0.000200019
30081,0.000199927
48121,0.000199852
47059,0.000199676
18043,0.000199282
13199,0.000199273
6097,0.000197896
5089,0.000197733
13305,0.000197553
18013,0.000197313
29149,0.000197114
55095,0.000196816
51800,0.000196682
26049,0.000196045
48331,0.000195926
13143,0.000195914
17181,0.000195848
5015,0.000195423
47091,0.000194841
13079,0.000194342
40009,0.000193934
55011,0.00019373
26099,0.000192791
51101,0.000191695
8069,0.000190007
29177,0.000188797
26151,0.000188481
34019,0.000188328
54091,0.000187673
26141,0.000186873
47025,0.000186303
48289,0.000184652
47069,0.000184429
51191,0.000184373
48349,0.000184201
48329,0.00018408
45025,0.000183996
37005,0.000183381
29157,0.000183276
48037,0.00018288
12023,0.000182373
29031,0.000182326
48287,0.000181455
38061,0.000181172
5101,0.000180853
22085,0.000180616
35057,0.000180551
41061,0.000180127
28089,0.000179969
51023,0.000179615
5137,0.000179341
40023,0.000178815
48161,0.000178416
46071,0.00017837
22031,0.000178054
37033,0.000177581
48167,0.000177065
20089,0.000176642
1095,0.000176454
47149,0.000176008
55087,0.000175812
5087,0.00017574
49013,0.000175718
22003,0.000175652
55047,0.000175259
